web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
1669362521-435,https://shopee.co.id/mall/brands/11042849,khuofficial,https://shopee.co.id/khuofficial,KHU Official Shop,70,9%,501,4.5 (21 Penilaian),27 Bulan Lalu,,KHU - Byron Tye Dye SweatshirtRp320.000,https://shopee.co.id/KHU-Byron-Tye-Dye-Sweatshirt-i.301263953.10107876146?sp_atk=36e1e8cb-fc7e-4ef8-b15f-3ad088624535&xptdk=36e1e8cb-fc7e-4ef8-b15f-3ad088624535,KHU - Byron Tye Dye Sweatshirt,,,,Favorit (6)
1669362522-436,https://shopee.co.id/mall/brands/11042849,kevascoofficial,https://shopee.co.id/kevascoofficial,Kevas Co Official Shop,654,98% (Hitungan Jam),"79,4RB","4.8 (24,9RB Penilaian)",4 Tahun Lalu,,"Kevas Basic Pocket T-ShirtDiskon Rp2,5RBPilih 2, diskon Rp10.000Rp95.000 - Rp96.0002,5RB",https://shopee.co.id/Kevas-Basic-Pocket-T-Shirt-i.102356142.3980093134?sp_atk=c56249e7-2259-412a-a402-be38f3471393&xptdk=c56249e7-2259-412a-a402-be38f3471393,Kevas Basic Pocket T-Shirt,"Diskon Rp2,5RB","2,5RB", min. belanja Rp300.000,"Favorit (2,6RB)"
1669362522-437,https://shopee.co.id/mall/brands/11042849,kepompofficial,https://shopee.co.id/kepompofficial,Kepomp Official Shop,294,88% (Hitungan Jam),"6,2RB","4.7 (3,3RB Penilaian)",5 Tahun Lalu,,Kepomp Sweater Polos Crewneck Basic Hitam Unisex Premium QualityRp99.900 - Rp269.900605,https://shopee.co.id/Kepomp-Sweater-Polos-Crewneck-Basic-Hitam-Unisex-Premium-Quality-i.36464720.5601693569?sp_atk=0ba43aea-9c2d-4dd6-a527-fab0af946b3b&xptdk=0ba43aea-9c2d-4dd6-a527-fab0af946b3b,Kepomp Sweater Polos Crewneck Basic Hitam Unisex Premium Quality,,605,,Favorit (583)
1669362522-438,https://shopee.co.id/mall/brands/11042849,kentcrewofficial,https://shopee.co.id/kentcrewofficial,Kent & Crew Official Shop,295,69% (Hitungan Jam),"7,4RB","4.9 (1,1RB Penilaian)",19 Bulan Lalu,,KENT&CREW Kemeja Flanel Lengan Panjang PriaDiskon 50%Kombo HematRp449.900Rp154.00060,https://shopee.co.id/KENT-CREW-Kemeja-Flanel-Lengan-Panjang-Pria-i.437477267.9887519972?sp_atk=4f3fd3e3-b364-48dc-b511-c1988fd743a2&xptdk=4f3fd3e3-b364-48dc-b511-c1988fd743a2,KENT&CREW Kemeja Flanel Lengan Panjang Pria,Diskon 50%,60, min. belanja Rp20.000,Favorit (264)
1669362522-439,https://shopee.co.id/mall/brands/11042849,kemejaboss.official,https://shopee.co.id/kemejaboss.official,Kemeja BOSS Official Shop,330,100% (Hitungan Jam),"67,7RB","4.9 (19,7RB Penilaian)",22 Bulan Lalu,,BOSS Masker Kain Batik 3 LapisRp6.790 - Rp7.00010RB+,https://shopee.co.id/BOSS-Masker-Kain-Batik-3-Lapis-i.376131186.9515221803?sp_atk=83d25177-dbac-4f85-bb8e-4f10c31e1277&xptdk=83d25177-dbac-4f85-bb8e-4f10c31e1277,BOSS Masker Kain Batik 3 Lapis,,10RB+,,Favorit (612)
1669362522-440,https://shopee.co.id/mall/brands/11042849,keith.studio,https://shopee.co.id/keith.studio,Keith Studios Official Store,183,75% (Hitungan Jam),"154,3RB","4.8 (58,9RB Penilaian)",27 Bulan Lalu,,"Keith FEEL SOMETHING - WHITE t-shirtRp234.0003,1RB",https://shopee.co.id/Keith-FEEL-SOMETHING-WHITE-t-shirt-i.298875111.6355648080?sp_atk=b18c6bd4-7039-4a2f-bc05-29ddefbb8526&xptdk=b18c6bd4-7039-4a2f-bc05-29ddefbb8526,Keith FEEL SOMETHING - WHITE t-shirt,,"3,1RB",,"Favorit (7,2RB)"
1669362523-441,https://shopee.co.id/mall/brands/11042849,kaza.indonesia,https://shopee.co.id/kaza.indonesia,Wear Kaza Indonesia Official Shop,157,100% (Hitungan Jam),"28,9RB","4.8 (27,2RB Penilaian)",33 Bulan Lalu,,Wear Kaza Indonesia - Shortpant 'Black'Rp120.000 - Rp130.00010RB+,https://shopee.co.id/Wear-Kaza-Indonesia-Shortpant-'Black'-i.227114661.7322402367?sp_atk=abc2ed8d-4fcc-4b86-a021-28347186d1fc&xptdk=abc2ed8d-4fcc-4b86-a021-28347186d1fc,Wear Kaza Indonesia - Shortpant 'Black',,10RB+,,"Favorit (5,8RB)"
1669362523-442,https://shopee.co.id/mall/brands/11042849,kaulaindonesia,https://shopee.co.id/kaulaindonesia,Kaula Indonesia Official Shop,62,95% (Hitungan Jam),"6,7RB","4.9 (2,3RB Penilaian)",29 Bulan Lalu,,Kaula Kolf Navy Polo ShirtDiskon 5%Rp279.000Rp6.90085,https://shopee.co.id/Kaula-Kolf-Navy-Polo-Shirt-i.280539883.4341488739?sp_atk=78572b46-7634-4c13-9835-d401578f7b2d&xptdk=78572b46-7634-4c13-9835-d401578f7b2d,Kaula Kolf Navy Polo Shirt,Diskon 5%,85, min. belanja Rp20.000,Favorit (71)
1669362523-443,https://shopee.co.id/mall/brands/11042849,kattoen.,https://shopee.co.id/kattoen.,Kattoen. Official Shop,474,93% (Hitungan Jam),"206,2RB","4.9 (78,7RB Penilaian)",3 Tahun Lalu,,Kattoen Jaket Jumper Hoodie Polos - Green BottleRp187.900 - Rp207.900916,https://shopee.co.id/Kattoen-Jaket-Jumper-Hoodie-Polos-Green-Bottle-i.172184715.6114081942?sp_atk=81155cea-488f-4141-a5a9-6a3474892b30&xptdk=81155cea-488f-4141-a5a9-6a3474892b30,Kattoen Jaket Jumper Hoodie Polos - Green Bottle,,916,,"Favorit (1,1RB)"
1669362523-444,https://shopee.co.id/mall/brands/11042849,kasualindonesia,https://shopee.co.id/kasualindonesia,KASUAL Official Shop,286,100% (Hitungan Jam),"50,2RB","4.8 (9,5RB Penilaian)",17 Bulan Lalu,,"Kasual Celana Grey Ankle AirRp399.000Rp90.0001,7RB",https://shopee.co.id/Kasual-Celana-Grey-Ankle-Air-i.473991225.8584580619?sp_atk=d871d097-ba59-4b9e-8291-e8c800993f06&xptdk=d871d097-ba59-4b9e-8291-e8c800993f06,Kasual Celana Grey Ankle Air,,"1,7RB",,"Favorit (2,6RB)"
1669362523-445,https://shopee.co.id/mall/brands/11042849,karuniabatikofficial,https://shopee.co.id/karuniabatikofficial,Karunia Batik Official Shop,159,62% (Hitungan Jam),"1,3RB",4.8 (375 Penilaian),32 Bulan Lalu,,Karunia Batik 3 WarnaDiskon Rp20RBRp180.00020,https://shopee.co.id/Karunia-Batik-3-Warna-i.240805533.7538424878?sp_atk=109abbd0-818d-43d7-b7ae-c428693aa9a1&xptdk=109abbd0-818d-43d7-b7ae-c428693aa9a1,Karunia Batik 3 Warna,Diskon Rp20RB,20, min. belanja Rp20.000,Favorit (14)
1669362523-446,https://shopee.co.id/mall/brands/11042849,karibatur,https://shopee.co.id/karibatur,Karibatur Official Shop,88,50% (Hitungan Jam),"29,6RB","4.9 (6,7RB Penilaian)",34 Bulan Lalu,,Karibatur Polo Shirt Stripy YellowRp209.000Rp97.300112,https://shopee.co.id/Karibatur-Polo-Shirt-Stripy-Yellow-i.218825527.9704973130?sp_atk=6138f135-065a-4c42-aaa3-102bc4960095&xptdk=6138f135-065a-4c42-aaa3-102bc4960095,Karibatur Polo Shirt Stripy Yellow,,112,,Favorit (167)
1669362524-447,https://shopee.co.id/mall/brands/11042849,kaospoloshand2,https://shopee.co.id/kaospoloshand2,Kaospoloshn2 Official Shop,102,79% (Hitungan Jam),"3,8RB","4.9 (3,4RB Penilaian)",4 Tahun Lalu,,Kaospoloshn2 Kaos Kaos Polos Hitam Lengan Pendek | Anti Bakteri | Cotton | Combed | Kaos Santai | Kaos Couple | Casual | Atasan | Kaos Viral | Grosir KaosRp55.180 - Rp99.180586,https://shopee.co.id/Kaospoloshn2-Kaos-Kaos-Polos-Hitam-Lengan-Pendek-Anti-Bakteri-Cotton-Combed-Kaos-Santai-Kaos-Couple-Casual-Atasan-Kaos-Viral-Grosir-Kaos-i.92717314.1542788266?sp_atk=4f437d66-a069-4e26-a6db-966f86e46cf1&xptdk=4f437d66-a069-4e26-a6db-966f86e46cf1,Kaospoloshn2 Kaos Kaos Polos Hitam Lengan Pendek | Anti Bakteri | Cotton | Combed | Kaos Santai | Kaos Couple | Casual | Atasan | Kaos Viral | Grosir Kaos,,586,,Favorit (271)
1669362524-448,https://shopee.co.id/mall/brands/11042849,kalosteeid,https://shopee.co.id/kalosteeid,Kalostee Official Shop,78,66% (Hitungan Jam),"1,6RB","4.9 (1,7RB Penilaian)",4 Tahun Lalu,,KALOSTEE Kaos Polos Premium Basic 28s 100% Cotton - BlackRp50.000 - Rp57.000Rp53.750814,https://shopee.co.id/KALOSTEE-Kaos-Polos-Premium-Basic-28s-100-Cotton-Black-i.134301094.3107662425?sp_atk=28bcce58-0e68-4e68-bbd0-643482579fc0&xptdk=28bcce58-0e68-4e68-bbd0-643482579fc0,KALOSTEE Kaos Polos Premium Basic 28s 100% Cotton - Black,,814,,Favorit (336)
1669362524-449,https://shopee.co.id/mall/brands/11042849,kalestore,https://shopee.co.id/kalestore,KALE Official Shop,464,99% (Hitungan Jam),"111,8RB","4.9 (69,2RB Penilaian)",5 Tahun Lalu,,Kale ARION DEXTER BASIC / Kaos Pria / Kaos Polos / Cotton Combed 30S / Cotton Combed 24SRp63.000 - Rp79.00010RB+,https://shopee.co.id/Kale-ARION-DEXTER-BASIC-Kaos-Pria-Kaos-Polos-Cotton-Combed-30S-Cotton-Combed-24S-i.47570993.5540307552?sp_atk=19fc413e-08fc-4e39-a704-26809cbd2129&xptdk=19fc413e-08fc-4e39-a704-26809cbd2129,Kale ARION DEXTER BASIC / Kaos Pria / Kaos Polos / Cotton Combed 30S / Cotton Combed 24S,,10RB+, min. belanja Rp20.000,Favorit (6RB)
1669362786-450,https://shopee.co.id/mall/brands/11042849,usedjeansofficial,https://shopee.co.id/usedjeansofficial,Used 1968,121,36% (Hitungan Jam),"3,5RB",4.8 (895 Penilaian),25 Bulan Lalu,,USED Jeans - Celana Panjang Jeans Pria Regular in Double Black (515)Rp198.000 - Rp210.00084,https://shopee.co.id/USED-Jeans-Celana-Panjang-Jeans-Pria-Regular-in-Double-Black-(515)-i.332163158.6279588654?sp_atk=a33dc579-01ab-49a6-bc89-b69c290e4d83&xptdk=a33dc579-01ab-49a6-bc89-b69c290e4d83,USED Jeans - Celana Panjang Jeans Pria Regular in Double Black (515),,84,,Favorit (71)
1669362786-451,https://shopee.co.id/mall/brands/11042849,juraganwearpack.official,https://shopee.co.id/juraganwearpack.official,Juragan Wearpack Official Shop,46,99% (Hitungan Jam),"12,9RB",4.9 (14RB Penilaian),26 Bulan Lalu,,"Juragan Wearpack - Wearpack Atasan Semijaket Warna Biru Tosca Kombinasi Biru NavyDiskon Rp10RBRp162.450 - Rp166.9504,5RB",https://shopee.co.id/Juragan-Wearpack-Wearpack-Atasan-Semijaket-Warna-Biru-Tosca-Kombinasi-Biru-Navy-i.316680711.6955214444?sp_atk=1d394cb6-2fb3-4096-9ba5-152c706196c8&xptdk=1d394cb6-2fb3-4096-9ba5-152c706196c8,Juragan Wearpack - Wearpack Atasan Semijaket Warna Biru Tosca Kombinasi Biru Navy,Diskon Rp10RB,"4,5RB", min. belanja Rp20.000,"Favorit (1,2RB)"
1669362786-452,https://shopee.co.id/mall/brands/11042849,jstro.official,https://shopee.co.id/jstro.official,JSTRO Official Shop,390,85% (Hitungan Jam),"6,9RB","4.8 (2,4RB Penilaian)",5 Tahun Lalu,,Jstro Jaket Motor Cordura Sport Biru 2Diskon Rp5RBRp250.000 - Rp255.000387,https://shopee.co.id/Jstro-Jaket-Motor-Cordura-Sport-Biru-2-i.46576243.4416593642?sp_atk=03c349fc-df19-4ba4-b58b-a3289953f15d&xptdk=03c349fc-df19-4ba4-b58b-a3289953f15d,Jstro Jaket Motor Cordura Sport Biru 2,Diskon Rp5RB,387, min. belanja Rp20.000,Favorit (179)
1669362787-453,https://shopee.co.id/mall/brands/11042849,jotap,https://shopee.co.id/jotap,Jotap Official Shop,21,48% (Hitungan Jam),"1,5RB","4.8 (2,5RB Penilaian)",5 Tahun Lalu,,"JOTAP Celana Panjang Slim FitRp150.0001,4RB",https://shopee.co.id/JOTAP-Celana-Panjang-Slim-Fit-i.27484566.3301064327?sp_atk=7e0c31b8-d89b-4246-b295-4e369e0fccfe&xptdk=7e0c31b8-d89b-4246-b295-4e369e0fccfe,JOTAP Celana Panjang Slim Fit,,"1,4RB",,Favorit (771)
1669362787-454,https://shopee.co.id/mall/brands/11042849,johnwinofficial,https://shopee.co.id/johnwinofficial,Johnwin Official Shop,728,99% (Hitungan Jam),16%,"23,5RB","4.8 (8,3RB Penilaian)",,Johnwin - The One - Kaos Lengan Panjang – Stretch - Kaos Pria – Longline – SpandexDiskon Rp5RBRp249.900932,https://shopee.co.id/Johnwin-The-One-Kaos-Lengan-Panjang-%E2%80%93-Stretch-Kaos-Pria-%E2%80%93-Longline-%E2%80%93-Spandex-i.88204348.3316707116?sp_atk=a3ce1be5-6b84-4a76-b025-9cdcdf3fac45&xptdk=a3ce1be5-6b84-4a76-b025-9cdcdf3fac45,Johnwin - The One - Kaos Lengan Panjang – Stretch - Kaos Pria – Longline – Spandex,Diskon Rp5RB,932, min. belanja Rp20.000,Favorit (136)
1669362788-455,https://shopee.co.id/mall/brands/11042849,jockeyofficial,https://shopee.co.id/jockeyofficial,Jockey Official Shop,253,58% (Hitungan Jam),9RB,"4.9 (2,5RB Penilaian)",4 Tahun Lalu,,Jockey Boxer M-Bxwhes119D074 Lt.GreyDiskon Rp15RBRp229.900186,https://shopee.co.id/Jockey-Boxer-M-Bxwhes119D074-Lt.Grey-i.86826719.7111466872?sp_atk=51969ada-d4cf-42e4-a85b-e17d2cb70c0d&xptdk=51969ada-d4cf-42e4-a85b-e17d2cb70c0d,Jockey Boxer M-Bxwhes119D074 Lt.Grey,Diskon Rp15RB,186,,Favorit (102)
1669362788-456,https://shopee.co.id/mall/brands/11042849,jobbindonesia,https://shopee.co.id/jobbindonesia,Jobb Official Shop,"1,3RB",82% (Hitungan Jam),"39,4RB","4.9 (18,4RB Penilaian)",5 Tahun Lalu,,JOBB SYIBAM BAJU KOKO TRADITIONAL LOOK - PUTIHRp699.000400,https://shopee.co.id/JOBB-SYIBAM-BAJU-KOKO-TRADITIONAL-LOOK-PUTIH-i.51646290.2110798361?sp_atk=2c3a8d71-96cf-4952-ad31-41da6efe3451&xptdk=2c3a8d71-96cf-4952-ad31-41da6efe3451,JOBB SYIBAM BAJU KOKO TRADITIONAL LOOK - PUTIH,,400,,Favorit (409)
1669362788-457,https://shopee.co.id/mall/brands/11042849,jipclo,https://shopee.co.id/jipclo,Jipclo Official Shop,252,90% (Hitungan Jam),"24,3RB","4.8 (49,9RB Penilaian)",5 Tahun Lalu,,Jipclo Kaos Polos Oversized Heavy Cotton 16s HitamDiskon Rp10RBRp71.200 - Rp71.30010RB+,https://shopee.co.id/Jipclo-Kaos-Polos-Oversized-Heavy-Cotton-16s-Hitam-i.42390193.9900462321?sp_atk=878f01ef-9450-4512-bb2c-bfd00b4eb6de&xptdk=878f01ef-9450-4512-bb2c-bfd00b4eb6de,Jipclo Kaos Polos Oversized Heavy Cotton 16s Hitam,Diskon Rp10RB,10RB+, min. belanja Rp20.000,"Favorit (9,5RB)"
1669362789-458,https://shopee.co.id/mall/brands/11042849,jimmyandmartin1977,https://shopee.co.id/jimmyandmartin1977,Jimmy and Martin Official Shop,597,98% (Hitungan Jam),"121,9RB","4.8 (89,7RB Penilaian)",32 Bulan Lalu,,Jimmy and Martin - 5 Pocket Basic Slim Denim Pants - P800-2Cashback 5%Kombo HematRp208.945 - Rp225.445Rp157.90010RB+,https://shopee.co.id/Jimmy-and-Martin-5-Pocket-Basic-Slim-Denim-Pants-P800-2-i.240627217.5537072195?sp_atk=4296b3d6-4c80-44e9-90b2-6479cedc92c9&xptdk=4296b3d6-4c80-44e9-90b2-6479cedc92c9,Jimmy and Martin - 5 Pocket Basic Slim Denim Pants - P800-2,Cashback 5%,10RB+, min. belanja Rp20.000,Favorit (11RB)
1669362789-459,https://shopee.co.id/mall/brands/11042849,jenayofficialshop,https://shopee.co.id/jenayofficialshop,Jenay Official Shop,74,98% (Hitungan Jam),"6,8RB","4.8 (6,8RB Penilaian)",28 Bulan Lalu,,"JENAY - Sweater Crewneck Polos Jumbo / Oversize Pria Wanita Bigsize XXL XXXL XXXXL XXXXXL HitamRp60.000 - Rp88.0003,3RB",https://shopee.co.id/JENAY-Sweater-Crewneck-Polos-Jumbo-Oversize-Pria-Wanita-Bigsize-XXL-XXXL-XXXXL-XXXXXL-Hitam-i.285244527.15602482157?sp_atk=e2d63486-9571-48e6-ad83-9602199e18dc&xptdk=e2d63486-9571-48e6-ad83-9602199e18dc,JENAY - Sweater Crewneck Polos Jumbo / Oversize Pria Wanita Bigsize XXL XXXL XXXXL XXXXXL Hitam,,"3,3RB",,"Favorit (1,2RB)"
1669362789-460,https://shopee.co.id/mall/brands/11042849,jbbossjeans,https://shopee.co.id/jbbossjeans,JB BOSS Jeans Official Shop,287,58% (Hitungan Jam),"21,4RB","4.9 (13,9RB Penilaian)",5 Tahun Lalu,,"JBBoss Celana Panjang Jeans Bravo Denim Stretch Regular Fit (Black)Diskon Rp5RBMurah LebayRp198.520 - Rp220.920Rp114.9502,9RB",https://shopee.co.id/JBBoss-Celana-Panjang-Jeans-Bravo-Denim-Stretch-Regular-Fit-(Black)-i.59294842.2349599558?sp_atk=988550ba-4edb-4178-b83d-278ebe1ea948&xptdk=988550ba-4edb-4178-b83d-278ebe1ea948,JBBoss Celana Panjang Jeans Bravo Denim Stretch Regular Fit (Black),Diskon Rp5RB,"2,9RB", min. belanja Rp20.000,"Favorit (1,5RB)"
1669362789-461,https://shopee.co.id/mall/brands/11042849,jb.id.store,https://shopee.co.id/jb.id.store,JB Official Shop,370,98% (Hitungan Jam),"331,5RB","4.9 (163,9RB Penilaian)",6 Tahun Lalu,,"JB Denim BioblitzCashback 50%Kombo HematRp193.636 - Rp223.6365,7RB",https://shopee.co.id/JB-Denim-Bioblitz-i.10129058.1040780085?sp_atk=aa8287f6-b502-4a35-989b-99a242948ef5&xptdk=aa8287f6-b502-4a35-989b-99a242948ef5,JB Denim Bioblitz,Cashback 50%,"5,7RB",,"Favorit (6,1RB)"
1669362790-462,https://shopee.co.id/mall/brands/11042849,jayashree.id,https://shopee.co.id/jayashree.id,Jayashree Official Store,390,99% (Hitungan Jam),"76,2RB","4.8 (21,1RB Penilaian)",5 Tahun Lalu,,Jayashree Signature Box - 2022 EditionRp35.000Rp139.800822,https://shopee.co.id/Jayashree-Signature-Box-2022-Edition-i.53450585.1394449868?sp_atk=066fef2e-b895-4be0-99ef-79da4ef16547&xptdk=066fef2e-b895-4be0-99ef-79da4ef16547,Jayashree Signature Box - 2022 Edition,,822,tersisa 18 buah,Favorit (344)
1669362790-463,https://shopee.co.id/mall/brands/11042849,janefrey,https://shopee.co.id/janefrey,JaneFrey Official Shop,"1,5RB",96% (Hitungan Jam),"130,3RB","4.8 (151,9RB Penilaian)",6 Tahun Lalu,,"Jane Frey Clothing Setelan Piyama Pria | Freypv 8074 Reguler Fit Short Set M-XL Kemeja Set ACashback 50%Rp48.800 - Rp126.0001,8RB",https://shopee.co.id/Jane-Frey-Clothing-Setelan-Piyama-Pria-Freypv-8074-Reguler-Fit-Short-Set-M-XL-Kemeja-Set-A-i.7406378.4172718695?sp_atk=4f1b9685-cb7e-43ac-afaf-6b899ff271fd&xptdk=4f1b9685-cb7e-43ac-afaf-6b899ff271fd,Jane Frey Clothing Setelan Piyama Pria | Freypv 8074 Reguler Fit Short Set M-XL Kemeja Set A,Cashback 50%,"1,8RB", min. belanja Rp20.000,"Favorit (1,2RB)"
1669362790-464,https://shopee.co.id/mall/brands/11042849,jackhammerinvasion,https://shopee.co.id/jackhammerinvasion,Jackhammer Official Shop,113,98% (Hitungan Jam),"18,7RB","4.8 (4,7RB Penilaian)",32 Bulan Lalu,,Jackhammer Tees New Invasion World BlackRp149.000453,https://shopee.co.id/Jackhammer-Tees-New-Invasion-World-Black-i.239522484.4232711233?sp_atk=aecd589e-08f4-4c60-b3d4-be978aeb029f&xptdk=aecd589e-08f4-4c60-b3d4-be978aeb029f,Jackhammer Tees New Invasion World Black,,453, min. belanja Rp20.000,Favorit (707)
1669362790-465,https://shopee.co.id/mall/brands/11042849,jackersfield,https://shopee.co.id/jackersfield,Jackersfield Official Shop,349,59% (Hitungan Jam),"38,9RB","4.8 (5,9RB Penilaian)",34 Bulan Lalu,,Jackersfield Bonsai Tee Black Kaos T-Shirt Pria 24'SDiskon 20%Rp209.000534,https://shopee.co.id/Jackersfield-Bonsai-Tee-Black-Kaos-T-Shirt-Pria-24'S-i.223090625.3654782295?sp_atk=0cf306cd-37da-45fd-85f0-de9ba497347e&xptdk=0cf306cd-37da-45fd-85f0-de9ba497347e,Jackersfield Bonsai Tee Black Kaos T-Shirt Pria 24'S,Diskon 20%,534, min. belanja Rp300.000,Favorit (427)
1669362790-466,https://shopee.co.id/mall/brands/11042849,jackarmyofficial,https://shopee.co.id/jackarmyofficial,Jackarmy Official Shop,346,97% (Hitungan Jam),"248,7RB","4.8 (129,2RB Penilaian)",3 Tahun Lalu,,"Jackarmy - Tshirt Impression Combed 24sRp185.0001,5RB",https://shopee.co.id/Jackarmy-Tshirt-Impression-Combed-24s-i.165115723.9212174140?sp_atk=59cd5f2a-2ccc-417a-9e17-35281d9b9a0c&xptdk=59cd5f2a-2ccc-417a-9e17-35281d9b9a0c,Jackarmy - Tshirt Impression Combed 24s,,"1,5RB", min. belanja Rp20.000,"Favorit (1,1RB)"
1669362791-467,https://shopee.co.id/mall/brands/11042849,jacknicklaus,https://shopee.co.id/jacknicklaus,Jack Nicklaus Official Shop,983,82% (Hitungan Jam),"31,4RB",4.9 (11RB Penilaian),4 Tahun Lalu,,JACK NICKLAUS CHAMPION-2 POLO SHIRT REGULAR FIT MERAHRp469.000121,https://shopee.co.id/JACK-NICKLAUS-CHAMPION-2-POLO-SHIRT-REGULAR-FIT-MERAH-i.80011053.1454722186?sp_atk=965c9f0f-1bbb-4f95-876c-16f26fd3fdb3&xptdk=965c9f0f-1bbb-4f95-876c-16f26fd3fdb3,JACK NICKLAUS CHAMPION-2 POLO SHIRT REGULAR FIT MERAH,,121,,Favorit (89)
1669363142-468,https://shopee.co.id/mall/brands/11042849,izzueindonesia,https://shopee.co.id/izzueindonesia,izzue indonesia,128,25% (Hitungan Jam),13%,"19,4RB",4.8 (617 Penilaian),,"izzue Jaket Biker Plain OliveDiskon Rp7,5RBRp579.000Rp289.50031",https://shopee.co.id/izzue-Jaket-Biker-Plain-Olive-i.272825235.5437373483?sp_atk=b52aa393-94c3-429d-969d-bfe9b58d43dd&xptdk=b52aa393-94c3-429d-969d-bfe9b58d43dd,izzue Jaket Biker Plain Olive,"Diskon Rp7,5RB",31, min. belanja Rp20.000,Favorit (93)
1669363142-469,https://shopee.co.id/mall/brands/11042849,iwearzule,https://shopee.co.id/iwearzule,Iwearzule Official Shop,43,77% (Hitungan Jam),"49,4RB","4.8 (11,5RB Penilaian)",4 Tahun Lalu,,474,https://shopee.co.id/Jaket-Multifungsi-Ezio-Adapt-Iwearzule-i.138784678.6467817538?sp_atk=b7108f27-59fd-4c14-800c-b961915a8f94&xptdk=b7108f27-59fd-4c14-800c-b961915a8f94,,,474,,Favorit (945)
1669363143-470,https://shopee.co.id/mall/brands/11042849,intresseofficial,https://shopee.co.id/intresseofficial,Intresse Official Shop,844,64% (Hitungan Jam),"3,3RB","4.8 (1,7RB Penilaian)",31 Bulan Lalu,,Intresse Baju Koko Brulee Short Brown Tangan Pendek Coklat Motif Bordir | Kemeja Tangan Pendek PriaDiskon 10%Rp479.90034,https://shopee.co.id/Intresse-Baju-Koko-Brulee-Short-Brown-Tangan-Pendek-Coklat-Motif-Bordir-Kemeja-Tangan-Pendek-Pria-i.255304326.13419694684?sp_atk=0d3a79db-1649-4f8e-968b-8e29a811a1d6&xptdk=0d3a79db-1649-4f8e-968b-8e29a811a1d6,Intresse Baju Koko Brulee Short Brown Tangan Pendek Coklat Motif Bordir | Kemeja Tangan Pendek Pria,Diskon 10%,34, min. belanja Rp20.000,Favorit (89)
1669363143-471,https://shopee.co.id/mall/brands/11042849,instinglion,https://shopee.co.id/instinglion,Insting Lion Official Shop,119,94% (Hitungan Jam),"68,3RB","4.7 (25,3RB Penilaian)",10 Bulan Lalu,,"Insting Lion Remote Bluethooth Shutter Kamera Android Ios 1008Rp10.971 - Rp11.8744,3RB",https://shopee.co.id/Insting-Lion-Remote-Bluethooth-Shutter-Kamera-Android-Ios-1008-i.678676691.17525429929?sp_atk=37d975ae-6a5c-4c2d-8d11-dab092ad4d0c&xptdk=37d975ae-6a5c-4c2d-8d11-dab092ad4d0c,Insting Lion Remote Bluethooth Shutter Kamera Android Ios 1008,,"4,3RB",,"Favorit (1,1RB)"
1669363143-472,https://shopee.co.id/mall/brands/11042849,insurgentclub_,https://shopee.co.id/insurgentclub_,INSRGT Official Shop,1RB,97% (Hitungan Jam),"178,4RB","4.8 (43,2RB Penilaian)",3 Tahun Lalu,,"Insurgent Club - Trucker Jacket 2 Pocket OliveDiskon Rp3RBRp419.0001,2RB",https://shopee.co.id/Insurgent-Club-Trucker-Jacket-2-Pocket-Olive-i.198234328.5034724037?sp_atk=2437d898-e624-4960-bbfa-4c05f26420a4&xptdk=2437d898-e624-4960-bbfa-4c05f26420a4,Insurgent Club - Trucker Jacket 2 Pocket Olive,Diskon Rp3RB,"1,2RB", min. belanja Rp300.000,"Favorit (3,1RB)"
1669363143-473,https://shopee.co.id/mall/brands/11042849,inspired27official,https://shopee.co.id/inspired27official,Inspired27 Official Shop,"1,2RB",88% (Hitungan Jam),"87,6RB",4.9 (77RB Penilaian),4 Tahun Lalu,,"Inspired27 Tas Waistbag - OugaRp200.0001,8RB",https://shopee.co.id/Inspired27-Tas-Waistbag-Ouga-i.101487673.4255193527?sp_atk=d7c6c1e6-78bb-4c44-b948-7169e383b9c6&xptdk=d7c6c1e6-78bb-4c44-b948-7169e383b9c6,Inspired27 Tas Waistbag - Ouga,,"1,8RB",tersisa 366 buah,Favorit (603)
1669363143-474,https://shopee.co.id/mall/brands/11042849,infinide,https://shopee.co.id/infinide,Infinide Official Shop,416,78% (Hitungan Jam),50RB,"4.7 (61,3RB Penilaian)",4 Tahun Lalu,,Infinide T-Shirt Kaos Polos Big Oversize Putih Cotton Combed 24s PremiumRp59.0003RB,https://shopee.co.id/Infinide-T-Shirt-Kaos-Polos-Big-Oversize-Putih-Cotton-Combed-24s-Premium-i.113999797.2261133636?sp_atk=a0a190f0-f0f6-4b04-9681-173f06e42b7b&xptdk=a0a190f0-f0f6-4b04-9681-173f06e42b7b,Infinide T-Shirt Kaos Polos Big Oversize Putih Cotton Combed 24s Premium,,3RB,,"Favorit (1,1RB)"
