web-scraper-order,web-scraper-start-url,link_toko,link_toko-href,nama_toko,Jml_produk,chat,follower,rating_toko,bergabung,alamat_toko,link_produk,link_produk-href,nama_produk,promo_produk,terjual,gratis_ongkir,favorit
1669356436-111,https://shopee.co.id/mall/brands/11042849,tootal,https://shopee.co.id/tootal,Tootal Official Shop,83,62% (Hitungan Menit),534,4.9 (197 Penilaian),5 Tahun Lalu,,Tootal Kemeja Pria Lengan Panjang Stripe 272 BlueDiskon 50%Rp688.00012,https://shopee.co.id/Tootal-Kemeja-Pria-Lengan-Panjang-Stripe-272-Blue-i.39412025.7941584422?sp_atk=ef5d8362-5ad0-492c-9bf9-78ce05d6dc41&xptdk=ef5d8362-5ad0-492c-9bf9-78ce05d6dc41,Tootal Kemeja Pria Lengan Panjang Stripe 272 Blue,Diskon 50%,12, min. belanja Rp300.000,Favorit (12)
1669356436-112,https://shopee.co.id/mall/brands/11042849,tomsproject.id,https://shopee.co.id/tomsproject.id,TOMS PROJECT Official Shop,161,91% (Hitungan Jam),"39,1RB",4.8 (12RB Penilaian),5 Tahun Lalu,,"Toms Project Tshirt Saint Muerte - Kaos PriaRp185.0002,8RB",https://shopee.co.id/Toms-Project-Tshirt-Saint-Muerte-Kaos-Pria-i.55255133.3297105846?sp_atk=5bd210cc-1a11-450d-8b69-c904c5bbde5c&xptdk=5bd210cc-1a11-450d-8b69-c904c5bbde5c,Toms Project Tshirt Saint Muerte - Kaos Pria,,"2,8RB", min. belanja Rp20.000,"Favorit (1,9RB)"
1669356437-113,https://shopee.co.id/mall/brands/11042849,tomsproject.id,https://shopee.co.id/tomsproject.id,TOMS PROJECT Official Shop,161,91% (Hitungan Jam),"39,1RB",4.8 (12RB Penilaian),5 Tahun Lalu,,"2,8RB",https://shopee.co.id/Toms-Project-Tshirt-Saint-Muerte-Kaos-Pria-i.55255133.3297105846?sp_atk=5718d6bc-d19b-4a8b-b0e1-14265321b79f&xptdk=5718d6bc-d19b-4a8b-b0e1-14265321b79f,,,"2,8RB", min. belanja Rp20.000,"Favorit (1,9RB)"
1669356437-114,https://shopee.co.id/mall/brands/11042849,tommyhilfigerofficial,https://shopee.co.id/tommyhilfigerofficial,Tommy Hilfiger Official Shop,159,100% (Hitungan Menit),"17,9RB",4.8 (198 Penilaian),24 Bulan Lalu,,Tommy Hilfiger - REGULAR FIT TOMMY TIPPED POLO 4 - NAVYDiskon Rp15RBRp1.390.0004,https://shopee.co.id/Tommy-Hilfiger-REGULAR-FIT-TOMMY-TIPPED-POLO-4-NAVY-i.338434182.21849514538?sp_atk=16b8a93f-6e58-471b-a99e-eb04aa8f11ce&xptdk=16b8a93f-6e58-471b-a99e-eb04aa8f11ce,Tommy Hilfiger - REGULAR FIT TOMMY TIPPED POLO 4 - NAVY,Diskon Rp15RB,4,,Favorit (11)
1669356437-115,https://shopee.co.id/mall/brands/11042849,tokocrypto_official,https://shopee.co.id/tokocrypto_official,Tokocrypto Official Shop,21,47%,44,5.0 (4 Penilaian),11 Bulan Lalu,,,https://shopee.co.id/Tokocrypto-Astronauts-Skate-Black-Size-M-i.637852336.19844837626?sp_atk=5b5354ac-3e6c-46a2-b377-a5f160badbd0&xptdk=5b5354ac-3e6c-46a2-b377-a5f160badbd0,,,,tersisa 7 buah,
1669356437-116,https://shopee.co.id/mall/brands/11042849,tngrdeadly,https://shopee.co.id/tngrdeadly,TNGR Official Shop,650,75% (Hitungan Jam),"28,4RB","4.8 (9,6RB Penilaian)",5 Tahun Lalu,,"TNGR Deadly T-Shirt ZHOCX Blue TeesDiskon Rp7,77RBRp165.000Rp170.000212",https://shopee.co.id/TNGR-Deadly-T-Shirt-ZHOCX-Blue-Tees-i.38323773.8642501922?sp_atk=9c57ec91-5363-4006-8a3a-e868680db778&xptdk=9c57ec91-5363-4006-8a3a-e868680db778,TNGR Deadly T-Shirt ZHOCX Blue Tees,"Diskon Rp7,77RB",212, min. belanja Rp20.000,Favorit (88)
1669356438-117,https://shopee.co.id/mall/brands/11042849,tizzly.co,https://shopee.co.id/tizzly.co,Tizzly Official Shop,13,87% (Hitungan Jam),"3,9RB",4.8 (2RB Penilaian),29 Bulan Lalu,,Tizzly Avernus Varian2Rp187.850 - Rp203.550401,https://shopee.co.id/Tizzly-Avernus-Varian2-i.279384362.3260542535?sp_atk=93d6e4e2-3945-4867-be75-c13ec0251e0d&xptdk=93d6e4e2-3945-4867-be75-c13ec0251e0d,Tizzly Avernus Varian2,,401,,Favorit (450)
1669356438-118,https://shopee.co.id/mall/brands/11042849,tirajeansofficial,https://shopee.co.id/tirajeansofficial,Tirajeans Official Shop,449,66% (Hitungan Jam),"31,7RB","4.8 (8,5RB Penilaian)",5 Tahun Lalu,,Tirajeans T-Shirts L/S TTL205K40004S21 BlackDiskon Rp20RBRp179.900226,https://shopee.co.id/Tirajeans-T-Shirts-L-S-TTL205K40004S21-Black-i.55934463.8148573584?sp_atk=9b98a74c-1f7e-4f9c-9a6a-92d83fa3a9c6&xptdk=9b98a74c-1f7e-4f9c-9a6a-92d83fa3a9c6,Tirajeans T-Shirts L/S TTL205K40004S21 Black,Diskon Rp20RB,226, min. belanja Rp300.000,Favorit (175)
1669356438-119,https://shopee.co.id/mall/brands/11042849,tirajeansofficial,https://shopee.co.id/tirajeansofficial,Tirajeans Official Shop,449,66% (Hitungan Jam),"31,7RB","4.8 (8,5RB Penilaian)",5 Tahun Lalu,,Tirajeans T-Shirts L/S TTL205K40004S21 BlackDiskon Rp20RBRp179.900226,https://shopee.co.id/Tirajeans-T-Shirts-L-S-TTL205K40004S21-Black-i.55934463.8148573584?sp_atk=10f8b2a5-5315-489e-b04e-beff99b742e9&xptdk=10f8b2a5-5315-489e-b04e-beff99b742e9,Tirajeans T-Shirts L/S TTL205K40004S21 Black,Diskon Rp20RB,226, min. belanja Rp300.000,Favorit (175)
1669356438-120,https://shopee.co.id/mall/brands/11042849,timonosd.co,https://shopee.co.id/timonosd.co,TIMONOSD Official shop,313,59% (Hitungan Jam),"60,5RB","4.7 (18,5RB Penilaian)",5 Tahun Lalu,,Timonosd Crewneck Tmnsd “Had “Rp210.000544,https://shopee.co.id/Timonosd-Crewneck-Tmnsd-%E2%80%9CHad-%E2%80%9C-i.51123839.3841831780?sp_atk=36f40046-dc8b-4daa-b234-b74cf8bb8fa4&xptdk=36f40046-dc8b-4daa-b234-b74cf8bb8fa4,Timonosd Crewneck Tmnsd “Had “,,544,,Favorit (647)
1669356438-121,https://shopee.co.id/mall/brands/11042849,timberlandofficial,https://shopee.co.id/timberlandofficial,Timberland Official Shop,898,100% (Hitungan Jam),32RB,"4.9 (1,6RB Penilaian)",32 Bulan Lalu,,Timberland Women 6In Prem Boot Wheat Nubuck-TB010361713Diskon Rp25RBRp3.600.500 - Rp3.790.00016,https://shopee.co.id/Timberland-Women-6In-Prem-Boot-Wheat-Nubuck-TB010361713-i.240533996.7638556753?sp_atk=2bb504ce-574f-4fc0-a056-e082071a6e94&xptdk=2bb504ce-574f-4fc0-a056-e082071a6e94,Timberland Women 6In Prem Boot Wheat Nubuck-TB010361713,Diskon Rp25RB,16,,Favorit (245)
1669356439-122,https://shopee.co.id/mall/brands/11042849,tightless,https://shopee.co.id/tightless,Tightless Official Shop,25,57%,341,4.7 (35 Penilaian),23 Bulan Lalu,,Tightless Sweater Pullover Hoodie LethargyRp449.000Rp49.9998,https://shopee.co.id/Tightless-Sweater-Pullover-Hoodie-Lethargy-i.362960731.3483261058?sp_atk=f78aad2b-19d2-45c2-9d7d-b253c15a03bf&xptdk=f78aad2b-19d2-45c2-9d7d-b253c15a03bf,Tightless Sweater Pullover Hoodie Lethargy,,8,,Favorit (1)
1669356439-123,https://shopee.co.id/mall/brands/11042849,throoxoriginal,https://shopee.co.id/throoxoriginal,Throoxoriginal Official Shop,380,96% (Hitungan Jam),"146,4RB","4.8 (48,4RB Penilaian)",4 Tahun Lalu,,"Throox T-Shirt kaos hitam ||THRX Good Smilow BlackDiskon Rp5RBPilih 3, bayar Rp250.000Rp175.0001,6RB",https://shopee.co.id/Throox-T-Shirt-kaos-hitam-THRX-Good-Smilow-Black-i.118571446.7526533289?sp_atk=cef567ad-9a7d-48a5-b326-1f002b53d6f0&xptdk=cef567ad-9a7d-48a5-b326-1f002b53d6f0,Throox T-Shirt kaos hitam ||THRX Good Smilow Black,Diskon Rp5RB,"1,6RB",,Favorit (901)
1669356439-124,https://shopee.co.id/mall/brands/11042849,thistimebrand,https://shopee.co.id/thistimebrand,Thistimebrand Official Shop,"1,2RB",93% (Hitungan Jam),"83,8RB","4.7 (24,1RB Penilaian)",4 Tahun Lalu,,"This Time Brand Paket Hemat Murah Meriah , Geser Ke KananRp200.000Rp60.000600",https://shopee.co.id/This-Time-Brand-Paket-Hemat-Murah-Meriah-Geser-Ke-Kanan-i.86409600.6045631676?sp_atk=e0a4c08e-a3eb-48cf-9c1c-00f189d3e8c4&xptdk=e0a4c08e-a3eb-48cf-9c1c-00f189d3e8c4,"This Time Brand Paket Hemat Murah Meriah , Geser Ke Kanan",,600, min. belanja Rp20.000,Favorit (431)
1669356439-125,https://shopee.co.id/mall/brands/11042849,thisisapril,https://shopee.co.id/thisisapril,THIS IS APRIL Official Shop,962,99% (Hitungan Jam),756RB,"4.9 (108,5RB Penilaian)",5 Tahun Lalu,,"This Is April Taya Pants Celana Jeans Wanita Light Denim 281814Rp259.0001,2RB",https://shopee.co.id/This-Is-April-Taya-Pants-Celana-Jeans-Wanita-Light-Denim-281814-i.60731464.4235233138?sp_atk=64f7057e-587d-4eef-b4e2-888cfd0cd990&xptdk=64f7057e-587d-4eef-b4e2-888cfd0cd990,This Is April Taya Pants Celana Jeans Wanita Light Denim 281814,,"1,2RB",,"Favorit (3,5RB)"
1669356439-126,https://shopee.co.id/mall/brands/11042849,theslankstore,https://shopee.co.id/theslankstore,TheSlankStore Official Shop,308,75% (Hitungan Jam),"19,8RB","4.9 (11,2RB Penilaian)",5 Tahun Lalu,,Vaksin Slank Vol.24Rp100.000778,https://shopee.co.id/Vaksin-Slank-Vol.24-i.69584395.4676992447?sp_atk=32c0ea2a-e559-4be0-bf37-b34441931c03&xptdk=32c0ea2a-e559-4be0-bf37-b34441931c03,Vaksin Slank Vol.24,,778,,Favorit (221)
1669356439-127,https://shopee.co.id/mall/brands/11042849,themonseurgallery,https://shopee.co.id/themonseurgallery,The Monseur Gallery,724,100% (Hitungan Menit),"33,5RB","4.7 (4,8RB Penilaian)",4 Bulan Lalu,,"The Monseur Gallery T-shirt Oversize Blue Heart | Kaos HitamDiskon Rp8RBPilih 2, diskon Rp2.000Rp58.500 - Rp65.000786",https://shopee.co.id/The-Monseur-Gallery-T-shirt-Oversize-Blue-Heart-Kaos-Hitam-i.836627177.20342770371?sp_atk=77aaffb9-47f3-447c-8e71-ef3284505e49&xptdk=77aaffb9-47f3-447c-8e71-ef3284505e49,The Monseur Gallery T-shirt Oversize Blue Heart | Kaos Hitam,Diskon Rp8RB,786,,"Favorit (6,4RB)"
1669356440-128,https://shopee.co.id/mall/brands/11042849,thegoodsdeptofficial,https://shopee.co.id/thegoodsdeptofficial,The Goods Dept Official Shop,1RB,80% (Hitungan Jam),"70,7RB","4.9 (13,6RB Penilaian)",35 Bulan Lalu,,"The Goods Dept - Totebag Jakarta CreamDiskon Rp10RBRp169.0001,4RB",https://shopee.co.id/The-Goods-Dept-Totebag-Jakarta-Cream-i.217272417.5514381651?sp_atk=4c4229dc-64ee-40f3-93d0-e44fb02b2e7f&xptdk=4c4229dc-64ee-40f3-93d0-e44fb02b2e7f,The Goods Dept - Totebag Jakarta Cream,Diskon Rp10RB,"1,4RB", min. belanja Rp300.000,"Favorit (3,5RB)"
1669356440-129,https://shopee.co.id/mall/brands/11042849,thedonshouse,https://shopee.co.id/thedonshouse,The Don's House Official Shop,456,99% (Hitungan Jam),"87,1RB","4.8 (38,8RB Penilaian)",4 Tahun Lalu,,"Celana Jeans / Denim Raw Shellstitch 15 OZ - Camden BL WH Tobacco Arteesan ThedonshouseRp395.0001,2RB",https://shopee.co.id/Celana-Jeans-Denim-Raw-Shellstitch-15-OZ-Camden-BL-WH-Tobacco-Arteesan-Thedonshouse-i.87810418.6532398335?sp_atk=4b78fd09-69d9-4f6e-a4ab-34577bc7cbd8&xptdk=4b78fd09-69d9-4f6e-a4ab-34577bc7cbd8,Celana Jeans / Denim Raw Shellstitch 15 OZ - Camden BL WH Tobacco Arteesan Thedonshouse,,"1,2RB",,Favorit (858)
1669356440-130,https://shopee.co.id/mall/brands/11042849,thedexterinv,https://shopee.co.id/thedexterinv,The Dexter.Inv Official Shop,65,50% (Hitungan Jam),943,4.8 (322 Penilaian),16 Bulan Lalu,,Dexter Coach Jacket Tomoe Gozen Black DXTR00055Diskon Rp5RBRp175.000 - Rp350.000Rp344.00023,https://shopee.co.id/Dexter-Coach-Jacket-Tomoe-Gozen-Black-DXTR00055-i.490886868.10859170570?sp_atk=0e2282db-7aec-4f46-bfb0-390e287b4fdc&xptdk=0e2282db-7aec-4f46-bfb0-390e287b4fdc,Dexter Coach Jacket Tomoe Gozen Black DXTR00055,Diskon Rp5RB,23, min. belanja Rp300.000,Favorit (3)
1669356440-131,https://shopee.co.id/mall/brands/11042849,thanksinsomniastore,https://shopee.co.id/thanksinsomniastore,Thanksinsomnia Official Shop,"2,3RB",79% (Hitungan Jam),"350,5RB","4.8 (267,3RB Penilaian)",4 Tahun Lalu,,"Ring (Eden) SilverRp100.0005,5RB",https://shopee.co.id/Ring-(Eden)-Silver-i.105016838.12321562407?sp_atk=18f087da-42ad-46cb-abfd-f81094251b3f&xptdk=18f087da-42ad-46cb-abfd-f81094251b3f,Ring (Eden) Silver,,"5,5RB",,"Favorit (5,2RB)"
1669356440-132,https://shopee.co.id/mall/brands/11042849,terasrumahmu.official,https://shopee.co.id/terasrumahmu.official,terasrumahmu. Official Shop,208,21% (Hitungan Jam),,"8,3RB",4.9 (489 Penilaian),,terasrumahmu - Kaus Baju kerjaRp129.000 - Rp179.000Rp65.00058,https://shopee.co.id/terasrumahmu-Kaus-Baju-kerja-i.336374556.8253656423?sp_atk=cc73bd1d-49a9-45bc-a8e5-f311f433af25&xptdk=cc73bd1d-49a9-45bc-a8e5-f311f433af25,terasrumahmu - Kaus Baju kerja,,58,,Favorit (133)
1669356440-133,https://shopee.co.id/mall/brands/11042849,tenuneboon,https://shopee.co.id/tenuneboon,Tenun Eboon Official Shop,59,32% (Hitungan Jam),344,5.0 (3 Penilaian),6 Tahun Lalu,,Tenun eBoon Kemeja Tenun Ikat Lengan Panjang Magenta HitamRp1.799.000,https://shopee.co.id/Tenun-eBoon-Kemeja-Tenun-Ikat-Lengan-Panjang-Magenta-Hitam-i.7495530.4567681282?sp_atk=0a80424c-3415-4c00-9f6c-75ee559b2b38&xptdk=0a80424c-3415-4c00-9f6c-75ee559b2b38,Tenun eBoon Kemeja Tenun Ikat Lengan Panjang Magenta Hitam,,, min. belanja Rp20.000,Favorit (9)
1669356440-134,https://shopee.co.id/mall/brands/11042849,tenuedeattire,https://shopee.co.id/tenuedeattire,Tenue de Attire Official Store,521,76% (Hitungan Jam),"40,5RB","4.8 (13,8RB Penilaian)",28 Bulan Lalu,,Kemeja Tenue de Attire - City Camp Collar Shirt Premium Linen Black Short SleeveDiskon Rp20RBRp339.000156,https://shopee.co.id/Kemeja-Tenue-de-Attire-City-Camp-Collar-Shirt-Premium-Linen-Black-Short-Sleeve-i.285709973.16987219656?sp_atk=da6174af-9eb4-477f-90d8-cf3501fccf44&xptdk=da6174af-9eb4-477f-90d8-cf3501fccf44,Kemeja Tenue de Attire - City Camp Collar Shirt Premium Linen Black Short Sleeve,Diskon Rp20RB,156, min. belanja Rp300.000,Favorit (376)
1669356441-135,https://shopee.co.id/mall/brands/11042849,tendencies.id,https://shopee.co.id/tendencies.id,TENDENCIES Official Shop,266,100% (Hitungan Jam),"134,1RB","4.8 (68,4RB Penilaian)",5 Tahun Lalu,,Tendencies Tndcs Solid BeltDiskon 50%Hadiah GratisRp100.00010RB+,https://shopee.co.id/Tendencies-Tndcs-Solid-Belt-i.23699131.2994950606?sp_atk=114f3e51-e793-4516-8d23-e6f4d4ecd791&xptdk=114f3e51-e793-4516-8d23-e6f4d4ecd791,Tendencies Tndcs Solid Belt,Diskon 50%,10RB+,,"Favorit (7,6RB)"
1669356441-136,https://shopee.co.id/mall/brands/11042849,teenagewerewolf,https://shopee.co.id/teenagewerewolf,Teenage Werewolf Official Shop,67,89% (Hitungan Jam),"4,8RB",4.8 (491 Penilaian),14 Bulan Lalu,,"Teenage Werewolf Tshirt Kaos Lengan Panjang Find BlackDiskon Rp10RBPilih 2, diskon Rp10.000Rp209.00022",https://shopee.co.id/Teenage-Werewolf-Tshirt-Kaos-Lengan-Panjang-Find-Black-i.537320260.12933015925?sp_atk=7a508349-e0fe-4ca4-942a-4037d3b15004&xptdk=7a508349-e0fe-4ca4-942a-4037d3b15004,Teenage Werewolf Tshirt Kaos Lengan Panjang Find Black,Diskon Rp10RB,22,,Favorit (71)
1669356441-137,https://shopee.co.id/mall/brands/11042849,kadai.tangkelek,https://shopee.co.id/kadai.tangkelek,Tangkelek Official Shop,666,95% (Hitungan Jam),6RB,"4.8 (3,6RB Penilaian)",31 Bulan Lalu,,Tangkelek Baju Kaos Big Size Aden Minang Warna MerahRp115.00033,https://shopee.co.id/Tangkelek-Baju-Kaos-Big-Size-Aden-Minang-Warna-Merah-i.253533744.7833722211?sp_atk=36f8035a-1c3d-4b0d-bfcd-0f04b0c49a62&xptdk=36f8035a-1c3d-4b0d-bfcd-0f04b0c49a62,Tangkelek Baju Kaos Big Size Aden Minang Warna Merah,,33,,Favorit (18)
1669356441-138,https://shopee.co.id/mall/brands/11042849,tagsindonesia,https://shopee.co.id/tagsindonesia,TAGS Indonesia Official Shop,48,96% (Hitungan Jam),"1,8RB",4.9 (645 Penilaian),3 Tahun Lalu,,TAGS - Sandal BodrexDiskon 50%Rp39.500814,https://shopee.co.id/TAGS-Sandal-Bodrex-i.175696151.4269744447?sp_atk=9051e16a-accf-42cd-b23e-3a9c0db87acc&xptdk=9051e16a-accf-42cd-b23e-3a9c0db87acc,TAGS - Sandal Bodrex,Diskon 50%,814, min. belanja Rp20.000,Favorit (287)
1669356441-139,https://shopee.co.id/mall/brands/11042849,taftunderwear,https://shopee.co.id/taftunderwear,TAFT Official Shop,42,81% (Hitungan Jam),224,4.8 (154 Penilaian),22 Bulan Lalu,,Taft - 2pcs Celana Dalam Pria Boxer Pendek CD Cowok Karet Besar TM 5212 ADiskon Rp5RBRp72.50056,https://shopee.co.id/Taft-2pcs-Celana-Dalam-Pria-Boxer-Pendek-CD-Cowok-Karet-Besar-TM-5212-A-i.383719006.9317224483?sp_atk=48131957-aa16-4f5b-86da-9de9c203d40d&xptdk=48131957-aa16-4f5b-86da-9de9c203d40d,Taft - 2pcs Celana Dalam Pria Boxer Pendek CD Cowok Karet Besar TM 5212 A,Diskon Rp5RB,56,,Favorit (31)
1669356441-140,https://shopee.co.id/mall/brands/11042849,tkaos.id,https://shopee.co.id/tkaos.id,T-Kaos Official Shop,60,76% (Hitungan Jam),"4,2RB","4.8 (2,3RB Penilaian)",32 Bulan Lalu,,Kaos Polos Cotton Combed 30s | SMALL SIZEDiskon Rp10RBRp99.000549,https://shopee.co.id/Kaos-Polos-Cotton-Combed-30s-SMALL-SIZE-i.236433285.11002982711?sp_atk=a4ba035d-b035-4aab-9a81-f1ecede6daa5&xptdk=a4ba035d-b035-4aab-9a81-f1ecede6daa5,Kaos Polos Cotton Combed 30s | SMALL SIZE,Diskon Rp10RB,549, min. belanja Rp20.000,Favorit (736)
1669356765-141,https://shopee.co.id/mall/brands/11042849,symposia_store,https://shopee.co.id/symposia_store,SYMPOSIA! Official Shop,448,97% (Hitungan Jam),"69,4RB","4.8 (40,4RB Penilaian)",31 Bulan Lalu,,"Symposia! - Tshrit Longsleeve - Symps - BlackRp160.000Rp85.0001,1RB",https://shopee.co.id/Symposia!-Tshrit-Longsleeve-Symps-Black-i.244530371.9911175745?sp_atk=66b76b60-9d4e-4f44-a1b4-daf85f061eb0&xptdk=66b76b60-9d4e-4f44-a1b4-daf85f061eb0,Symposia! - Tshrit Longsleeve - Symps - Black,,"1,1RB",,Favorit (979)
1669356766-142,https://shopee.co.id/mall/brands/11042849,symple.co,https://shopee.co.id/symple.co,SYMPLE.CO OFFICIAL SHOP,37,81% (Hitungan Jam),"14,5RB","4.7 (8,3RB Penilaian)",3 Tahun Lalu,,"SYMPLE.CO - Cargo Pants Pria / Celana Cargo Panjang Pria Standard Hijau ArmyDiskon Rp5RBRp135.000 - Rp150.0006,6RB",https://shopee.co.id/SYMPLE.CO-Cargo-Pants-Pria-Celana-Cargo-Panjang-Pria-Standard-Hijau-Army-i.197248649.7846116802?sp_atk=05166980-96e6-44c3-8197-ecd0825a63ed&xptdk=05166980-96e6-44c3-8197-ecd0825a63ed,SYMPLE.CO - Cargo Pants Pria / Celana Cargo Panjang Pria Standard Hijau Army,Diskon Rp5RB,"6,6RB", min. belanja Rp20.000,"Favorit (7,7RB)"
1669356767-143,https://shopee.co.id/mall/brands/11042849,sweaterpolosid,https://shopee.co.id/sweaterpolosid,SWEPO Official Shop,405,99% (Hitungan Menit),"1,7JT","4.8 (906,3RB Penilaian)",5 Tahun Lalu,,SWEPO Basic Sweater Polos Size M - XXL( Pria & Wanita )Rp64.500 - Rp72.90010RB+,https://shopee.co.id/SWEPO-Basic-Sweater-Polos-Size-M-XXL(-Pria-Wanita-)-i.56474103.1818590636?sp_atk=5a1e8f50-a59b-4171-bbaa-23de3ce59eef&xptdk=5a1e8f50-a59b-4171-bbaa-23de3ce59eef,SWEPO Basic Sweater Polos Size M - XXL( Pria & Wanita ),,10RB+, min. belanja Rp40.000,"Favorit (67,9RB)"
1669356768-144,https://shopee.co.id/mall/brands/11042849,srplsstd,https://shopee.co.id/srplsstd,SVRPLVS STUDIO Official Shop,67,95% (Hitungan Jam),"8,3RB",4.8 (476 Penilaian),26 Bulan Lalu,,SVRPLVS STUDIO Hoodie Learn To FlightRp425.00018,https://shopee.co.id/SVRPLVS-STUDIO-Hoodie-Learn-To-Flight-i.320046627.15947278810?sp_atk=6f43c23d-25d1-43b5-ae55-4a21433e32f8&xptdk=6f43c23d-25d1-43b5-ae55-4a21433e32f8,SVRPLVS STUDIO Hoodie Learn To Flight,,18, min. belanja Rp300.000,Favorit (461)
1669356769-145,https://shopee.co.id/mall/brands/11042849,batiksutraputih,https://shopee.co.id/batiksutraputih,Sutra Putih Official Shop,91,78% (Hitungan Jam),"1,9RB",4.9 (2RB Penilaian),4 Tahun Lalu,,"Sutra Putih - Seragam Batik PNS Wanita KORPRI - Badan Furing HeroRp269.000 - Rp379.0001,4RB",https://shopee.co.id/Sutra-Putih-Seragam-Batik-PNS-Wanita-KORPRI-Badan-Furing-Hero-i.131971415.6513482779?sp_atk=e8e1717a-86b7-496f-88bc-abfde0a42d93&xptdk=e8e1717a-86b7-496f-88bc-abfde0a42d93,Sutra Putih - Seragam Batik PNS Wanita KORPRI - Badan Furing Hero,,"1,4RB",,"Favorit (1,4RB)"
1669356769-146,https://shopee.co.id/mall/brands/11042849,surfakillerstore,https://shopee.co.id/surfakillerstore,Surfakiller Official Shop,193,96% (Hitungan Jam),"24,7RB","4.7 (9,3RB Penilaian)",4 Tahun Lalu,,"Surfakiller Shortpant Jeans RippedRp110.0001,8RB",https://shopee.co.id/Surfakiller-Shortpant-Jeans-Ripped-i.122716221.11939615115?sp_atk=5aa0b7b7-798f-4a99-83cf-9cd52c1bd8bf&xptdk=5aa0b7b7-798f-4a99-83cf-9cd52c1bd8bf,Surfakiller Shortpant Jeans Ripped,,"1,8RB",,"Favorit (1,1RB)"
1669356770-147,https://shopee.co.id/mall/brands/11042849,superego.co,https://shopee.co.id/superego.co,SUPEREGO Official Shop,456,99% (Hitungan Jam),"86,4RB","4.8 (38,3RB Penilaian)",4 Tahun Lalu,,"Superego Celana Cargo Pants Pria Jeans Reguler Loose fit Standard Denim Washed Snow Black SCPDW01DDiskon Rp20RBRp450.000Rp255.0003,6RB",https://shopee.co.id/Superego-Celana-Cargo-Pants-Pria-Jeans-Reguler-Loose-fit-Standard-Denim-Washed-Snow-Black-SCPDW01D-i.135810858.9714763598?sp_atk=4207a6bf-30b1-41b7-86bc-021a9a3ad9f0&xptdk=4207a6bf-30b1-41b7-86bc-021a9a3ad9f0,Superego Celana Cargo Pants Pria Jeans Reguler Loose fit Standard Denim Washed Snow Black SCPDW01D,Diskon Rp20RB,"3,6RB", min. belanja Rp20.000,"Favorit (9,2RB)"
1669356771-148,https://shopee.co.id/mall/brands/11042849,superdry.official,https://shopee.co.id/superdry.official,Superdry Indonesia Official Shop,"2,3RB",97% (Hitungan Jam),7RB,4.7 (256 Penilaian),18 Bulan Lalu,,Superdry Reversible Canvas Belt Unisex 02Diskon 10%Rp509.0004,https://shopee.co.id/Superdry-Reversible-Canvas-Belt-Unisex-02-i.462217384.11310751382?sp_atk=24c20af5-f5c0-4e53-8525-5b36e31683e7&xptdk=24c20af5-f5c0-4e53-8525-5b36e31683e7,Superdry Reversible Canvas Belt Unisex 02,Diskon 10%,4, min. belanja Rp40.000,Favorit (8)
1669356772-149,https://shopee.co.id/mall/brands/11042849,sundayrose.co,https://shopee.co.id/sundayrose.co,SUNDAYROSE Official Shop,276,81% (Hitungan Jam),"17,6RB","4.8 (3,3RB Penilaian)",4 Tahun Lalu,,SUNDAYROSE T-shirt AGROSES BlackRp150.000324,https://shopee.co.id/SUNDAYROSE-T-shirt-AGROSES-Black-i.84654093.3035256007?sp_atk=48b3bac0-d10f-4fe1-8e28-f9e67f897ebd&xptdk=48b3bac0-d10f-4fe1-8e28-f9e67f897ebd,SUNDAYROSE T-shirt AGROSES Black,,324,,Favorit (537)
1669356773-150,https://shopee.co.id/mall/brands/11042849,sundaysundayco,https://shopee.co.id/sundaysundayco,Sunday Sunday Co Official Shop,76,72% (Hitungan Jam),"35,7RB","4.8 (5,4RB Penilaian)",34 Bulan Lalu,,SundaySundayCo - Hoodie - Forever Niji Ph Logo BlackRp425.000208,https://shopee.co.id/SundaySundayCo-Hoodie-Forever-Niji-Ph-Logo-Black-i.225475825.5141508104?sp_atk=000e71b5-ad97-45d9-a8e8-c7f8eb84f39b&xptdk=000e71b5-ad97-45d9-a8e8-c7f8eb84f39b,SundaySundayCo - Hoodie - Forever Niji Ph Logo Black,,208,,Favorit (318)
1669356773-151,https://shopee.co.id/mall/brands/11042849,suji.lab,https://shopee.co.id/suji.lab,Suji Lab Official Shop,62,63% (Hitungan Jam),"8,8RB","4.9 (4,1RB Penilaian)",21 Bulan Lalu,,SUJI LAB Kaos Polos T-Shirt Basic Regular Hitam BlackRp110.000883,https://shopee.co.id/SUJI-LAB-Kaos-Polos-T-Shirt-Basic-Regular-Hitam-Black-i.391471783.6379992958?sp_atk=fe1c48bd-125a-44b7-8c74-0c8ba827be19&xptdk=fe1c48bd-125a-44b7-8c74-0c8ba827be19,SUJI LAB Kaos Polos T-Shirt Basic Regular Hitam Black,,883, min. belanja Rp300.000,Favorit (450)
